"iso3","eurobarometerSource","n_papers","countryName","pm25Avg","population2015","categoryPollution","isChina","isIndia","Economy","Region","Income.group","Lending.category","continent","region_un","n_surveys"
"SXM",0,0,"Sint Maarten",7.9,39267.390083,"very low",0,0,"Sint Maarten (Dutch part)","Latin America & Caribbean","High income","","North America","Americas",0
"SXM",1,0,"Sint Maarten",7.9,39267.390083,"very low",0,0,"Sint Maarten (Dutch part)","Latin America & Caribbean","High income","","North America","Americas",0
"SYC",0,0,"Seychelles",5.6,99240.00012,"very low",0,0,"Seychelles","Sub-Saharan Africa","High income","IBRD","Seven seas (open ocean)","Africa",2
"SYC",1,0,"Seychelles",5.6,99240.00012,"very low",0,0,"Seychelles","Sub-Saharan Africa","High income","IBRD","Seven seas (open ocean)","Africa",0
"SYR",0,0,"Syria",26.2,19214802.745,"high",0,0,"Syrian Arab Republic","Middle East & North Africa","Low income","IDA","Asia","Asia",0
"SYR",1,0,"Syria",26.2,19214802.745,"high",0,0,"Syrian Arab Republic","Middle East & North Africa","Low income","IDA","Asia","Asia",0
"TCA",0,0,"Turks and Caicos Islands",5.9,36538.00003,"very low",0,0,"Turks and Caicos Islands","Latin America & Caribbean","High income","","North America","Americas",0
"TCA",1,0,"Turks and Caicos Islands",5.9,36538.00003,"very low",0,0,"Turks and Caicos Islands","Latin America & Caribbean","High income","","North America","Americas",0
"TCD",0,0,"Chad",36.5,14125227.669,"very high",0,0,"Chad","Sub-Saharan Africa","Low income","IDA","Africa","Africa",0
"TCD",1,0,"Chad",36.5,14125227.669,"very high",0,0,"Chad","Sub-Saharan Africa","Low income","IDA","Africa","Africa",0
"TGO",0,0,"Togo",30,7430917.711,"high",0,0,"Togo","Sub-Saharan Africa","Low income","IDA","Africa","Africa",2
"TGO",1,0,"Togo",30,7430917.711,"high",0,0,"Togo","Sub-Saharan Africa","Low income","IDA","Africa","Africa",0
"THA",0,6,"Thailand",25.2,70317465.6,"high",0,0,"Thailand","East Asia & Pacific","Upper middle income","IBRD","Asia","Asia",14
"THA",1,6,"Thailand",25.2,70317465.6,"high",0,0,"Thailand","East Asia & Pacific","Upper middle income","IBRD","Asia","Asia",0
"TJK",0,0,"Tajikistan",29.2,8535910.108,"high",0,0,"Tajikistan","Europe & Central Asia","Lower middle income","IDA","Asia","Asia",3
"TJK",1,0,"Tajikistan",29.2,8535910.108,"high",0,0,"Tajikistan","Europe & Central Asia","Lower middle income","IDA","Asia","Asia",0
"TKL",0,0,"Tokelau",3,1453.999996,"very low",0,0,NA,NA,NA,NA,NA,NA,0
"TKL",1,0,"Tokelau",3,1453.999996,"very low",0,0,NA,NA,NA,NA,NA,NA,0
"TKM",0,0,"Turkmenistan",21.3,5773821.721,"medium",0,0,"Turkmenistan","Europe & Central Asia","Upper middle income","IBRD","Asia","Asia",2
"TKM",1,0,"Turkmenistan",21.3,5773821.721,"medium",0,0,"Turkmenistan","Europe & Central Asia","Upper middle income","IBRD","Asia","Asia",0
"TLS",0,0,"Timor-Leste",12,1206734.0018,"low",0,0,"Timor-Leste","East Asia & Pacific","Lower middle income","Blend","Asia","Asia",0
"TLS",1,0,"Timor-Leste",12,1206734.0018,"low",0,0,"Timor-Leste","East Asia & Pacific","Lower middle income","Blend","Asia","Asia",0
"TON",0,0,"Tonga",4,106121.99996,"very low",0,0,"Tonga","East Asia & Pacific","Upper middle income","IDA","Oceania","Oceania",0
"TON",1,0,"Tonga",4,106121.99996,"very low",0,0,"Tonga","East Asia & Pacific","Upper middle income","IDA","Oceania","Oceania",0
"TTO",0,0,"Trinidad and Tobago",12.5,1460176.9998,"low",0,0,"Trinidad and Tobago","Latin America & Caribbean","High income","IBRD","North America","Americas",0
"TTO",1,0,"Trinidad and Tobago",12.5,1460176.9998,"low",0,0,"Trinidad and Tobago","Latin America & Caribbean","High income","IBRD","North America","Americas",0
"TUN",0,0,"Tunisia",13.4,11558257.67,"low",0,0,"Tunisia","Middle East & North Africa","Lower middle income","IBRD","Africa","Africa",5
"TUN",1,0,"Tunisia",13.4,11558257.67,"low",0,0,"Tunisia","Middle East & North Africa","Lower middle income","IBRD","Africa","Africa",0
"TUR",0,7,"Turkey",23,79644890.02,"medium",0,0,"Türkiye","Europe & Central Asia","Upper middle income","IBRD","Asia","Asia",6
"TUR",1,7,"Turkey",23,79644890.02,"medium",0,0,"Türkiye","Europe & Central Asia","Upper middle income","IBRD","Asia","Asia",0
"TUV",0,0,"Tuvalu",4.5,10876.999982,"very low",0,0,"Tuvalu","East Asia & Pacific","Upper middle income","IDA","Oceania","Oceania",0
"TUV",1,0,"Tuvalu",4.5,10876.999982,"very low",0,0,"Tuvalu","East Asia & Pacific","Upper middle income","IDA","Oceania","Oceania",0
"TWN",0,9,"Taiwan",17.8,23511567.872,"medium",0,0,"Taiwan, China","East Asia & Pacific","High income","","Asia","Asia",14
"TWN",1,9,"Taiwan",17.8,23511567.872,"medium",0,0,"Taiwan, China","East Asia & Pacific","High income","","Asia","Asia",0
"TZA",0,0,"Tanzania",18.5,52485977.58,"medium",0,0,"Tanzania","Sub-Saharan Africa","Lower middle income","IDA","Africa","Africa",3
"TZA",1,0,"Tanzania",18.5,52485977.58,"medium",0,0,"Tanzania","Sub-Saharan Africa","Lower middle income","IDA","Africa","Africa",0
"UGA",0,0,"Uganda",27.2,37515804.307,"high",0,0,"Uganda","Sub-Saharan Africa","Low income","IDA","Africa","Africa",3
"UGA",1,0,"Uganda",27.2,37515804.307,"high",0,0,"Uganda","Sub-Saharan Africa","Low income","IDA","Africa","Africa",0
"UKR",0,0,"Ukraine",13.9,44980379.55,"low",0,0,"Ukraine","Europe & Central Asia","Upper middle income","IBRD","Europe","Europe",2
"UKR",1,0,"Ukraine",13.9,44980379.55,"low",0,0,"Ukraine","Europe & Central Asia","Upper middle income","IBRD","Europe","Europe",0
"URY",0,0,"Uruguay",12.4,3403403.1367,"low",0,0,"Uruguay","Latin America & Caribbean","High income","IBRD","South America","Americas",1
"URY",1,0,"Uruguay",12.4,3403403.1367,"low",0,0,"Uruguay","Latin America & Caribbean","High income","IBRD","South America","Americas",0
"USA",0,51,"United States",7.4,324648883.7,"very low",0,0,"United States","North America","High income","","North America","Americas",18
"USA",1,51,"United States",7.4,324648883.7,"very low",0,0,"United States","North America","High income","","North America","Americas",0
"UZB",0,0,"Uzbekistan",30.4,31080396.384,"high",0,0,"Uzbekistan","Europe & Central Asia","Lower middle income","Blend","Asia","Asia",3
"UZB",1,0,"Uzbekistan",30.4,31080396.384,"high",0,0,"Uzbekistan","Europe & Central Asia","Lower middle income","Blend","Asia","Asia",0
"VAT",0,0,"Vatican City",15.2,0,"medium",0,0,NA,NA,NA,NA,"Europe","Europe",0
"VAT",1,0,"Vatican City",15.2,0,"medium",0,0,NA,NA,NA,NA,"Europe","Europe",0
"VCT",0,0,"Saint Vincent and the Grenadines",8.1,106482.00002,"very low",0,0,"St. Vincent and the Grenadines","Latin America & Caribbean","Upper middle income","Blend","North America","Americas",0
"VCT",1,0,"Saint Vincent and the Grenadines",8.1,106482.00002,"very low",0,0,"St. Vincent and the Grenadines","Latin America & Caribbean","Upper middle income","Blend","North America","Americas",0
"VEN",0,2,"Venezuela",18.5,30520815.685,"medium",0,0,"Venezuela, RB","Latin America & Caribbean","Upper middle income","IBRD","South America","Americas",2
"VEN",1,2,"Venezuela",18.5,30520815.685,"medium",0,0,"Venezuela, RB","Latin America & Caribbean","Upper middle income","IBRD","South America","Americas",0
"VGB",0,0,"British Virgin Islands",6.5,29366.00002,"very low",0,0,"British Virgin Islands","Latin America & Caribbean","High income","","North America","Americas",0
"VGB",1,0,"British Virgin Islands",6.5,29366.00002,"very low",0,0,"British Virgin Islands","Latin America & Caribbean","High income","","North America","Americas",0
"VIR",0,0,"Virgin Islands; U.S.",6.5,102803.00005,"very low",0,0,"Virgin Islands (U.S.)","Latin America & Caribbean","High income","","North America","Americas",0
"VIR",1,0,"Virgin Islands; U.S.",6.5,102803.00005,"very low",0,0,"Virgin Islands (U.S.)","Latin America & Caribbean","High income","","North America","Americas",0
"VNM",0,7,"Vietnam",26.3,92182541.19,"high",0,0,"Vietnam","East Asia & Pacific","Lower middle income","IBRD","Asia","Asia",3
"VNM",1,7,"Vietnam",26.3,92182541.19,"high",0,0,"Vietnam","East Asia & Pacific","Lower middle income","IBRD","Asia","Asia",0
"VUT",0,0,"Vanuatu",4.8,276434.9414,"very low",0,0,"Vanuatu","East Asia & Pacific","Lower middle income","IDA","Oceania","Oceania",0
"VUT",1,0,"Vanuatu",4.8,276434.9414,"very low",0,0,"Vanuatu","East Asia & Pacific","Lower middle income","IDA","Oceania","Oceania",0
"WLF",0,0,"Wallis and Futuna",4.2,12181.99997,"very low",0,0,NA,NA,NA,NA,"Oceania","Oceania",0
"WLF",1,0,"Wallis and Futuna",4.2,12181.99997,"very low",0,0,NA,NA,NA,NA,"Oceania","Oceania",0
"WSM",0,0,"Samoa",3.9,203570.99992,"very low",0,0,"Samoa","East Asia & Pacific","Lower middle income","IDA","Oceania","Oceania",0
"WSM",1,0,"Samoa",3.9,203570.99992,"very low",0,0,"Samoa","East Asia & Pacific","Lower middle income","IDA","Oceania","Oceania",0
"YEM",0,0,"Yemen",27.9,28489088.465,"high",0,0,"Yemen, Rep.","Middle East & North Africa","Low income","IDA","Asia","Asia",0
"YEM",1,0,"Yemen",27.9,28489088.465,"high",0,0,"Yemen, Rep.","Middle East & North Africa","Low income","IDA","Asia","Asia",0
"ZAF",0,5,"South Africa",27.7,55875253.09,"high",0,0,"South Africa","Sub-Saharan Africa","Upper middle income","IBRD","Africa","Africa",14
"ZAF",1,5,"South Africa",27.7,55875253.09,"high",0,0,"South Africa","Sub-Saharan Africa","Upper middle income","IBRD","Africa","Africa",0
"ZMB",0,0,"Zambia",16.3,16261845.298,"medium",0,0,"Zambia","Sub-Saharan Africa","Lower middle income","IDA","Africa","Africa",2
"ZMB",1,0,"Zambia",16.3,16261845.298,"medium",0,0,"Zambia","Sub-Saharan Africa","Lower middle income","IDA","Africa","Africa",0
"ZWE",0,0,"Zimbabwe",11.7,14157998.425,"low",0,0,"Zimbabwe","Sub-Saharan Africa","Lower middle income","Blend","Africa","Africa",3
"ZWE",1,0,"Zimbabwe",11.7,14157998.425,"low",0,0,"Zimbabwe","Sub-Saharan Africa","Lower middle income","Blend","Africa","Africa",0
